STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Tract & County,WF_Present,lat,long
39,049,009251,39049009251,92.51,Census Tract 92.51,G5020,S,4467040,23764,39.9797551,-82.8859676,049_009251,49_009251,,49_9251,Franklin County,"Census Tract 92.51, Franklin County, Ohio",1,39.979961,-82.887101
39,049,007963,39049007963,79.63,Census Tract 79.63,G5020,S,2975288,428993,40.0549603,-83.1056275,049_007963,49_007963,,49_7963,Franklin County,"Census Tract 79.63, Franklin County, Ohio",1,40.054767,-83.106617
39,049,008382,39049008382,83.82,Census Tract 83.82,G5020,S,3255730,36363,39.9108208,-83.0865826,049_008382,49_008382,,49_8382,Franklin County,"Census Tract 83.82, Franklin County, Ohio",1,39.911362,-83.086284
39,049,007956,39049007956,79.56,Census Tract 79.56,G5020,S,4095858,9118,40.00869,-83.1371292,049_007956,49_007956,,49_7956,Franklin County,"Census Tract 79.56, Franklin County, Ohio",1,40.009541,-83.136781
39,049,006239,39049006239,62.39,Census Tract 62.39,G5020,S,6216831,62123,40.0827847,-83.1445653,049_006239,49_006239,,49_6239,Franklin County,"Census Tract 62.39, Franklin County, Ohio",1,40.081745,-83.145518
39,049,010502,39049010502,105.02,Census Tract 105.02,G5020,S,5689522,81438,40.1037488,-83.1431655,049_010502,49_010502,,49_10502,Franklin County,"Census Tract 105.02, Franklin County, Ohio",1,40.106631,-83.143929
39,049,009395,39049009395,93.95,Census Tract 93.95,G5020,S,2541162,2612,39.9721525,-82.8281764,049_009395,49_009395,,49_9395,Franklin County,"Census Tract 93.95, Franklin County, Ohio",1,39.971608,-82.828681
39,049,010900,39049010900,109,Census Tract 109,G5020,S,4396562,53452,40.0708024,-82.8816563,049_010900,49_010900,,49_10900,Franklin County,"Census Tract 109, Franklin County, Ohio",1,40.070906,-82.875711
39,049,007102,39049007102,71.02,Census Tract 71.02,G5020,S,2818632,15816,40.1054731,-82.8950549,049_007102,49_007102,,49_7102,Franklin County,"Census Tract 71.02, Franklin County, Ohio",1,40.105471,-82.894388
39,049,007306,39049007306,73.06,Census Tract 73.06,G5020,S,6548017,84526,40.04571,-82.8310121,049_007306,49_007306,,49_7306,Franklin County,"Census Tract 73.06, Franklin County, Ohio",1,40.044275,-82.834993
39,049,007303,39049007303,73.03,Census Tract 73.03,G5020,S,11925195,214890,40.0052313,-82.8155696,049_007303,49_007303,,49_7303,Franklin County,"Census Tract 73.03, Franklin County, Ohio",1,40.010097,-82.81171
39,049,001302,39049001302,13.02,Census Tract 13.02,G5020,S,318139,0,39.9990269,-83.0039913,049_001302,49_001302,,49_1302,Franklin County,"Census Tract 13.02, Franklin County, Ohio",1,39.999027,-83.003991
39,049,009396,39049009396,93.96,Census Tract 93.96,G5020,S,1601589,12617,39.9370996,-82.8371964,049_009396,49_009396,,49_9396,Franklin County,"Census Tract 93.96, Franklin County, Ohio",1,39.937876,-82.839587
39,049,001301,39049001301,13.01,Census Tract 13.01,G5020,S,365891,0,39.9976988,-82.998726,049_001301,49_001301,,49_1301,Franklin County,"Census Tract 13.01, Franklin County, Ohio",1,39.997699,-82.998726
39,049,004002,39049004002,40.02,Census Tract 40.02,G5020,S,1269467,73669,39.9569656,-82.9982603,049_004002,49_004002,,49_4002,Franklin County,"Census Tract 40.02, Franklin County, Ohio",1,39.957388,-82.998438
39,049,007301,39049007301,73.01,Census Tract 73.01,G5020,S,2755021,26285,39.9901013,-82.8037743,049_007301,49_007301,,49_7301,Franklin County,"Census Tract 73.01, Franklin County, Ohio",1,39.990993,-82.801822
39,057,210300,39057210300,2103,Census Tract 2103,G5020,S,9455402,5964,39.7180734,-84.0774071,057_210300,57_210300,,57_210300,Greene County,"Census Tract 2103, Greene County, Ohio",1,39.721263,-84.07826
39,061,003700,39061003700,37,Census Tract 37,G5020,S,667549,0,39.1287718,-84.4835535,061_003700,61_003700,,61_3700,Hamilton County,"Census Tract 37, Hamilton County, Ohio",1,39.128772,-84.483553
39,061,003800,39061003800,38,Census Tract 38,G5020,S,1208949,0,39.1421637,-84.4743022,061_003800,61_003800,,61_3800,Hamilton County,"Census Tract 38, Hamilton County, Ohio",1,39.142164,-84.474302
39,153,531802,39153531802,5318.02,Census Tract 5318.02,G5020,S,11934868,259062,41.0094637,-81.5074864,153_531802,153_531802,,153_531802,Summit County,"Census Tract 5318.02, Summit County, Ohio",1,41.009411,-81.50799
39,057,210402,39057210402,2104.02,Census Tract 2104.02,G5020,S,6958232,5794,39.704359,-84.085089,057_210402,57_210402,,57_210402,Greene County,"Census Tract 2104.02, Greene County, Ohio",1,39.704526,-84.08632
39,061,024324,39061024324,243.24,Census Tract 243.24,G5020,S,4167067,10715,39.2805459,-84.2935206,061_024324,61_024324,,61_24324,Hamilton County,"Census Tract 243.24, Hamilton County, Ohio",1,39.280462,-84.294174
39,061,001800,39061001800,18,Census Tract 18,G5020,S,513766,0,39.1150031,-84.5059295,061_001800,61_001800,,61_1800,Hamilton County,"Census Tract 18, Hamilton County, Ohio",1,39.115003,-84.505929
39,153,532003,39153532003,5320.03,Census Tract 5320.03,G5020,S,16946800,21654,41.0451103,-81.6648842,153_532003,153_532003,,153_532003,Summit County,"Census Tract 5320.03, Summit County, Ohio",1,41.044018,-81.662799
39,153,532302,39153532302,5323.02,Census Tract 5323.02,G5020,S,26658703,73239,41.1616527,-81.6109586,153_532302,153_532302,,153_532302,Summit County,"Census Tract 5323.02, Summit County, Ohio",1,41.166755,-81.609241
39,153,532702,39153532702,5327.02,Census Tract 5327.02,G5020,S,2712633,8255,41.3388568,-81.5268406,153_532702,153_532702,,153_532702,Summit County,"Census Tract 5327.02, Summit County, Ohio",1,41.342626,-81.528548
39,061,002700,39061002700,27,Census Tract 27,G5020,S,557102,0,39.1261803,-84.5292243,061_002700,61_002700,,61_2700,Hamilton County,"Census Tract 27, Hamilton County, Ohio",1,39.12618,-84.529224
39,041,011430,39041011430,114.3,Census Tract 114.30,G5020,S,6015701,138341,40.1492259,-83.1139982,041_011430,41_011430,,41_11430,Delaware County,"Census Tract 114.30, Delaware County, Ohio",1,40.149428,-83.105864
39,057,210401,39057210401,2104.01,Census Tract 2104.01,G5020,S,4796735,4564,39.6894539,-84.0882379,057_210401,57_210401,,57_210401,Greene County,"Census Tract 2104.01, Greene County, Ohio",1,39.68893,-84.088018
39,113,050301,39113050301,503.01,Census Tract 503.01,G5020,S,8825331,460096,39.6837941,-84.2582319,113_050301,113_050301,,113_50301,Montgomery County,"Census Tract 503.01, Montgomery County, Ohio",1,39.680948,-84.261765
39,113,030100,39113030100,301,Census Tract 301,G5020,S,11793966,394261,39.7036027,-84.2145944,113_030100,113_030100,,113_30100,Montgomery County,"Census Tract 301, Montgomery County, Ohio",1,39.705876,-84.217265
39,113,003402,39113003402,34.02,Census Tract 34.02,G5020,S,1507636,0,39.7438473,-84.1723003,113_003402,113_003402,,113_3402,Montgomery County,"Census Tract 34.02, Montgomery County, Ohio",1,39.740675,-84.178322
39,061,006502,39061006502,65.02,Census Tract 65.02,G5020,S,2331970,0,39.1614106,-84.4812443,061_006502,61_006502,,61_6502,Hamilton County,"Census Tract 65.02, Hamilton County, Ohio",1,39.16141,-84.481244
39,061,002902,39061002902,29.02,Census Tract 29.02,G5020,S,722598,0,39.1370685,-84.5267308,061_002902,61_002902,,61_2902,Hamilton County,"Census Tract 29.02, Hamilton County, Ohio",1,39.137068,-84.526731
39,061,024323,39061024323,243.23,Census Tract 243.23,G5020,S,3274313,20422,39.2780161,-84.313635,061_024323,61_024323,,61_24323,Hamilton County,"Census Tract 243.23, Hamilton County, Ohio",1,39.27418,-84.312494
