STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Concat_cou,Concat_c_1,Concat_c_2,Concat_c_3,Concat_c_4,Concat_c_5,Concat_c_6,Concat_c_7,Concat_c_8,Concat_c_9,Concat_c10,Concat_c11,Concat_c12,Concat_c13,Concat_c14,Concat_c15,Concat_c16,Concat_c17,Concat_c18,Concat_c19,Concat_c20,Concat_c21,Concat_c22,Concat_c23,Concat_c24,Concat_c25,Concat_c26,Concat_c27,TPop_Int,Tract_Lat,Tract_Long
"39","127","966301","39127966301","9663.01",Census Tract 9663.01,G5020,S,"154196827","1377697","+39.6635444","-082.3111363",127_966301,127_966301,,127_966301,Perry County,"Census Tract 9663.01, Perry County, Ohio","182","68","25","55","34","2231","22","259","885","507","260","217","81","1950","298","318","291","52","458","455","58","991","39","127","966301","3592",127_966301,"3592",39.662489,-82.312535
"39","127","965802","39127965802","9658.02",Census Tract 9658.02,G5020,S,"70913635","2161965","+39.8906688","-082.4098546",127_965802,127_965802,,127_965802,Perry County,"Census Tract 9658.02, Perry County, Ohio","163","17","39","107","0","3191","58","206","1091","740","281","516","299","2927","815","459","459","78","379","318","95","1254","39","127","965802","4288",127_965802,"4288",39.890780,-82.410651
"39","127","965902","39127965902","9659.02",Census Tract 9659.02,G5020,S,"134707175","1426309","+39.8030574","-082.2322991",127_965902,127_965902,,127_965902,Perry County,"Census Tract 9659.02, Perry County, Ohio","354","27","268","54","5","2395","21","188","1117","392","269","199","209","2186","408","516","516","43","324","324","131","999","39","127","965902","3914",127_965902,"3914",39.794833,-82.227453
"39","127","965801","39127965801","9658.01",Census Tract 9658.01,G5020,S,"155275751","601767","+39.8702475","-082.3065765",127_965801,127_965801,,127_965801,Perry County,"Census Tract 9658.01, Perry County, Ohio","206","22","145","26","13","2260","15","201","1141","296","180","261","166","2044","427","508","479","63","356","321","90","887","39","127","965801","3181",127_965801,"3181",39.872058,-82.287880
"39","087","051101","39087051101","511.01",Census Tract 511.01,G5020,S,"63978638","62793","+38.4371335","-082.5118940",087_051101,87_051101,,87_51101,Lawrence County,"Census Tract 511.01, Lawrence County, Ohio","475","211","219","45","0","2504","95","395","1067","280","275","164","228","2014","392","311","297","79","466","377","67","1026","39","87","51101","3698",87_51101,"3698",38.457224,-82.528486
"39","087","051102","39087051102","511.02",Census Tract 511.02,G5020,S,"4270139","103609","+38.4114978","-082.5261561",087_051102,87_051102,,87_51102,Lawrence County,"Census Tract 511.02, Lawrence County, Ohio","170","16","154","0","0","2260","24","120","1150","554","274","75","63","2116","138","333","308","26","441","407","0","681","39","87","51102","3114",87_51102,"3114",38.411451,-82.523034
"39","087","050502","39087050502","505.02",Census Tract 505.02,G5020,S,"210090240","986486","+38.5907921","-082.4281043",087_050502,87_050502,,87_50502,Lawrence County,"Census Tract 505.02, Lawrence County, Ohio","42","0","9","33","0","1788","20","156","870","356","275","111","0","1612","111","367","367","16","278","258","28","609","39","87","50502","2340",87_50502,"2340",38.590423,-82.426408
"39","087","050501","39087050501","505.01",Census Tract 505.01,G5020,S,"184736579","715186","+38.6038659","-082.5171856",087_050501,87_050501,,87_50501,Lawrence County,"Census Tract 505.01, Lawrence County, Ohio","169","15","74","53","27","2570","57","366","971","564","286","253","73","2147","326","427","427","79","160","160","0","1409","39","87","50501","3583",87_50501,"3583",38.604530,-82.536315
"39","083","007702","39083007702","77.02",Census Tract 77.02,G5020,S,"122778419","378988","+40.3088382","-082.5851753",083_007702,83_007702,,83_7702,Knox County,"Census Tract 77.02, Knox County, Ohio","310","0","128","137","45","2380","17","29","1002","432","249","551","100","2334","651","386","386","158","462","462","167","1091","39","83","7702","3678",83_7702,"3678",40.310735,-82.595591
"39","083","007302","39083007302","73.02",Census Tract 73.02,G5020,S,"11872615","58937","+40.4086410","-082.4423217",083_007302,83_007302,,83_7302,Knox County,"Census Tract 73.02, Knox County, Ohio","117","18","51","48","0","2834","197","120","981","477","197","696","166","2517","862","389","341","161","512","444","156","631","39","83","7302","3523",83_7302,"3523",40.410056,-82.442498
"39","083","007301","39083007301","73.01",Census Tract 73.01,G5020,S,"36362188","316855","+40.3862633","-082.3827008",083_007301,83_007301,,83_7301,Knox County,"Census Tract 73.01, Knox County, Ohio","1743","9","457","1241","36","1169","5","6","348","188","61","254","307","1158","561","200","200","57","130","124","69","405","39","83","7301","3210",83_7301,"3210",40.388787,-82.384824
"39","055","310600","39055310600","3106",Census Tract 3106,G5020,S,"32720742","142430","+41.5376006","-081.3761109",055_310600,55_310600,,55_310600,Geauga County,"Census Tract 3106, Geauga County, Ohio","351","91","74","110","76","4704","84","209","1307","917","362","1255","570","4411","1825","533","533","322","537","518","295","1889","39","55","310600","6194",55_310600,"6194",41.534519,-81.365182
"39","099","811001","39099811001","8110.01",Census Tract 8110.01,G5020,S,"11092100","503498","+41.0321551","-080.5739236",099_811001,99_811001,,99_811001,Mahoning County,"Census Tract 8110.01, Mahoning County, Ohio","212","22","106","65","19","2973","48","55","839","785","276","665","305","2870","970","469","469","130","413","413","164","1040","39","99","811001","3810",99_811001,"3810",41.031710,-80.574256
"39","083","007701","39083007701","77.01",Census Tract 77.01,G5020,S,"46791208","115989","+40.3110664","-082.7148128",083_007701,83_007701,,83_7701,Knox County,"Census Tract 77.01, Knox County, Ohio","294","25","146","123","0","2375","53","110","894","646","245","306","121","2212","427","465","438","55","339","320","106","979","39","83","7701","3407",83_7701,"3407",40.308673,-82.712815
"39","099","801100","39099801100","8011",Census Tract 8011,G5020,S,"1373525","0","+41.0668210","-080.6400570",099_801100,99_801100,,99_801100,Mahoning County,"Census Tract 8011, Mahoning County, Ohio","275","71","110","94","0","1615","61","212","629","480","121","82","30","1342","112","273","249","30","271","216","17","678","39","99","801100","2231",99_801100,"2231",41.066821,-80.640057
"39","055","311900","39055311900","3119",Census Tract 3119,G5020,S,"71695101","5798675","+41.3856689","-081.2320680",055_311900,55_311900,,55_311900,Geauga County,"Census Tract 3119, Geauga County, Ohio","231","42","67","107","15","4726","0","132","935","1019","435","1403","802","4594","2205","428","428","172","661","661","367","2362","39","55","311900","6496",55_311900,"6496",41.386410,-81.244437
"39","055","312000","39055312000","3120",Census Tract 3120,G5020,S,"64870101","1795504","+41.3809158","-081.1492389",055_312000,55_312000,,55_312000,Geauga County,"Census Tract 3120, Geauga County, Ohio","162","64","36","38","24","1964","291","76","669","259","165","329","175","1597","504","254","158","93","352","271","146","829","39","55","312000","2825",55_312000,"2825",41.386564,-81.145094
"39","055","312100","39055312100","3121",Census Tract 3121,G5020,S,"69504724","424043","+41.3823742","-081.0485720",055_312100,55_312100,,55_312100,Geauga County,"Census Tract 3121, Geauga County, Ohio","564","354","107","62","41","1958","931","43","397","121","116","223","127","984","350","370","77","41","404","219","57","744","39","55","312100","4142",55_312100,"4142",41.386914,-81.051324
"39","055","312201","39055312201","3122.01",Census Tract 3122.01,G5020,S,"13121870","94677","+41.5827828","-081.2066470",055_312201,55_312201,,55_312201,Geauga County,"Census Tract 3122.01, Geauga County, Ohio","573","64","109","368","32","3737","136","129","1002","998","288","669","515","3472","1184","676","607","173","805","795","353","1385","39","55","312201","5478",55_312201,"5478",41.582603,-81.206293
"39","055","312202","39055312202","3122.02",Census Tract 3122.02,G5020,S,"57492020","324953","+41.6123214","-081.2638988",055_312202,55_312202,,55_312202,Geauga County,"Census Tract 3122.02, Geauga County, Ohio","331","36","134","107","54","2829","14","0","786","551","394","770","314","2815","1084","212","212","85","408","401","157","1336","39","55","312202","4303",55_312202,"4303",41.609095,-81.249555
"39","055","312300","39055312300","3123",Census Tract 3123,G5020,S,"32390614","307433","+41.4643937","-081.0787544",055_312300,55_312300,,55_312300,Geauga County,"Census Tract 3123, Geauga County, Ohio","584","268","202","114","0","2979","701","82","989","394","158","479","176","2196","655","445","229","114","441","317","111","1083","39","55","312300","4605",55_312300,"4605",41.464680,-81.076191
"39","055","312400","39055312400","3124",Census Tract 3124,G5020,S,"34436800","289423","+41.4679065","-081.0393955",055_312400,55_312400,,55_312400,Geauga County,"Census Tract 3124, Geauga County, Ohio","416","294","55","59","8","1296","529","88","294","178","31","121","55","679","176","324","132","72","209","90","56","468","39","55","312400","2583",55_312400,"2583",41.462790,-81.028131
"39","099","801400","39099801400","8014",Census Tract 8014,G5020,S,"1288313","0","+41.0553028","-080.6223135",099_801400,99_801400,,99_801400,Mahoning County,"Census Tract 8014, Mahoning County, Ohio","150","39","79","28","4","1590","56","71","702","332","96","189","144","1463","333","220","217","50","249","243","81","648","39","99","801400","2279",99_801400,"2279",41.055303,-80.622314
"39","099","801500","39099801500","8015",Census Tract 8015,G5020,S,"1061343","0","+41.0571183","-080.6550242",099_801500,99_801500,,99_801500,Mahoning County,"Census Tract 8015, Mahoning County, Ohio","153","47","65","41","0","1496","19","51","583","257","119","251","216","1426","467","190","184","86","310","300","97","553","39","99","801500","1994",99_801500,"1994",41.057118,-80.655024
"39","099","801600","39099801600","8016",Census Tract 8016,G5020,S,"1555833","0","+41.0663860","-080.6532973",099_801600,99_801600,,99_801600,Mahoning County,"Census Tract 8016, Mahoning County, Ohio","118","88","10","20","0","1398","79","193","598","330","117","71","10","1126","81","412","295","37","309","238","0","510","39","99","801600","2622",99_801600,"2622",41.066386,-80.653297
"39","099","801700","39099801700","8017",Census Tract 8017,G5020,S,"2078359","0","+41.0829899","-080.6515198",099_801700,99_801700,,99_801700,Mahoning County,"Census Tract 8017, Mahoning County, Ohio","108","0","57","51","0","761","43","190","361","123","19","23","2","528","25","47","23","0","152","46","0","328","39","99","801700","1063",99_801700,"1063",41.082990,-80.651520
"39","099","802100","39099802100","8021",Census Tract 8021,G5020,S,"983725","0","+41.0801886","-080.6604725",099_802100,99_802100,,99_802100,Mahoning County,"Census Tract 8021, Mahoning County, Ohio","86","33","34","19","0","647","70","85","309","107","23","37","16","492","53","163","155","6","67","39","0","193","39","99","802100","909",99_802100,"909",41.080189,-80.660472
"39","099","802300","39099802300","8023",Census Tract 8023,G5020,S,"954720","0","+41.0769537","-080.6697641",099_802300,99_802300,,99_802300,Mahoning County,"Census Tract 8023, Mahoning County, Ohio","34","4","0","30","0","494","63","56","166","159","32","18","0","375","18","56","56","0","73","70","18","165","39","99","802300","698",99_802300,"698",41.076954,-80.669764
"39","099","802400","39099802400","8024",Census Tract 8024,G5020,S,"1856032","18012","+41.0675241","-080.6686517",099_802400,99_802400,,99_802400,Mahoning County,"Census Tract 8024, Mahoning County, Ohio","344","119","151","54","20","1739","9","317","529","579","161","76","68","1413","144","386","317","18","248","190","73","598","39","99","802400","2619",99_802400,"2619",41.066988,-80.669034
"39","099","802701","39099802701","8027.01",Census Tract 8027.01,G5020,S,"3055302","1674","+41.0763211","-080.7047087",099_802701,99_802701,,99_802701,Mahoning County,"Census Tract 8027.01, Mahoning County, Ohio","327","82","76","112","57","2884","4","127","1332","486","236","573","126","2753","699","269","257","147","437","402","159","1270","39","99","802701","3657",99_802701,"3657",41.075751,-80.705655
"39","155","934000","39155934000","9340",Census Tract 9340,G5020,S,"16215059","13035","+41.2087785","-080.8206841",155_934000,155_934000,,155_934000,Trumbull County,"Census Tract 9340, Trumbull County, Ohio","552","133","341","63","15","2801","53","536","1209","724","92","142","45","2212","187","632","435","12","613","546","25","1027","39","155","934000","4932",155_934000,"4932",41.214646,-80.821590
"39","055","310900","39055310900","3109",Census Tract 3109,G5020,S,"57801641","860961","+41.5404556","-081.1520030",055_310900,55_310900,,55_310900,Geauga County,"Census Tract 3109, Geauga County, Ohio","406","101","193","90","22","2216","103","105","806","502","203","315","182","2008","497","196","193","10","360","314","85","801","39","55","310900","3209",55_310900,"3209",41.535947,-81.145228
"39","099","810200","39099810200","8102",Census Tract 8102,G5020,S,"3634065","81982","+41.0785526","-080.6018030",099_810200,99_810200,,99_810200,Mahoning County,"Census Tract 8102, Mahoning County, Ohio","100","4","49","47","0","1449","22","301","524","386","131","43","42","1126","85","198","193","16","246","206","9","657","39","99","810200","1997",99_810200,"1997",41.078903,-80.602863
"39","099","812400","39099812400","8124",Census Tract 8124,G5020,S,"5584745","9568","+41.1147016","-080.7190207",099_812400,99_812400,,99_812400,Mahoning County,"Census Tract 8124, Mahoning County, Ohio","347","20","264","52","11","1965","64","232","982","439","96","120","32","1669","152","447","375","50","515","464","8","596","39","99","812400","3131",99_812400,"3131",41.117070,-80.720959
"39","099","801300","39099801300","8013",Census Tract 8013,G5020,S,"3220529","36351","+41.0662447","-080.6095598",099_801300,99_801300,,99_801300,Mahoning County,"Census Tract 8013, Mahoning County, Ohio","280","80","92","108","0","1613","77","340","689","307","103","77","20","1196","97","574","343","27","114","108","6","658","39","99","801300","2754",99_801300,"2754",41.068430,-80.615783
"39","099","801000","39099801000","8010",Census Tract 8010,G5020,S,"2894629","0","+41.0825560","-080.6381625",099_801000,99_801000,,99_801000,Mahoning County,"Census Tract 8010, Mahoning County, Ohio","122","17","96","9","0","801","10","49","262","243","94","107","36","742","143","187","170","20","93","93","4","405","39","99","801000","1187",99_801000,"1187",41.082556,-80.638163
"39","099","811500","39099811500","8115",Census Tract 8115,G5020,S,"8477326","175258","+41.0355444","-080.6980179",099_811500,99_811500,,99_811500,Mahoning County,"Census Tract 8115, Mahoning County, Ohio","397","62","126","197","12","4220","29","255","1074","1062","244","1092","464","3936","1556","629","629","218","547","457","185","1940","39","99","811500","5548",99_811500,"5548",41.045574,-80.697611
"39","099","813400","39099813400","8134",Census Tract 8134,G5020,S,"80271810","1113939","+40.9509651","-080.7972953",099_813400,99_813400,,99_813400,Mahoning County,"Census Tract 8134, Mahoning County, Ohio","290","42","72","149","27","2382","33","135","930","495","97","397","295","2214","692","258","222","60","356","343","151","894","39","99","813400","3363",99_813400,"3363",40.947838,-80.796177
"39","099","811600","39099811600","8116",Census Tract 8116,G5020,S,"3738496","53949","+41.0343492","-080.6843592",099_811600,99_811600,,99_811600,Mahoning County,"Census Tract 8116, Mahoning County, Ohio","132","22","26","39","45","2769","64","100","966","643","80","673","243","2605","916","492","492","233","249","233","79","1101","39","99","811600","3432",99_811600,"3432",41.034492,-80.681802
"39","099","810800","39099810800","8108",Census Tract 8108,G5020,S,"3912716","180958","+41.0526052","-080.5829296",099_810800,99_810800,,99_810800,Mahoning County,"Census Tract 8108, Mahoning County, Ohio","169","42","110","17","0","1541","54","113","791","223","138","177","45","1374","222","279","262","24","189","162","45","683","39","99","810800","2171",99_810800,"2171",41.051085,-80.579859
"39","099","813000","39099813000","8130",Census Tract 8130,G5020,S,"82236316","1772590","+40.9518672","-081.0231794",099_813000,99_813000,,99_813000,Mahoning County,"Census Tract 8130, Mahoning County, Ohio","397","0","191","179","27","2982","98","181","1381","772","189","227","134","2703","361","500","493","107","463","453","39","1184","39","99","813000","4304",99_813000,"4304",40.946547,-81.031255
"39","099","813300","39099813300","8133",Census Tract 8133,G5020,S,"84214820","959933","+40.9498549","-080.9211530",099_813300,99_813300,,99_813300,Mahoning County,"Census Tract 8133, Mahoning County, Ohio","299","22","106","99","72","2179","68","185","915","403","282","232","94","1926","326","172","161","58","369","338","31","1049","39","99","813300","3128",99_813300,"3128",40.948126,-80.920253
"39","099","802702","39099802702","8027.02",Census Tract 8027.02,G5020,S,"3411702","132902","+41.0760918","-080.6889723",099_802702,99_802702,,99_802702,Mahoning County,"Census Tract 8027.02, Mahoning County, Ohio","177","27","67","51","32","2416","23","172","741","581","277","417","205","2221","622","432","361","175","300","297","112","848","39","99","802702","3202",99_802702,"3202",41.072564,-80.691175
"39","099","804000","39099804000","8040",Census Tract 8040,G5020,S,"2270584","9904","+41.1158621","-080.6424431",099_804000,99_804000,,99_804000,Mahoning County,"Census Tract 8040, Mahoning County, Ohio","926","10","364","520","32","1182","25","87","495","184","143","201","47","1070","248","363","309","39","159","138","57","426","39","99","804000","2424",99_804000,"2424",41.115533,-80.642795
"39","099","810300","39099810300","8103",Census Tract 8103,G5020,S,"1529048","0","+41.0711633","-080.5914446",099_810300,99_810300,,99_810300,Mahoning County,"Census Tract 8103, Mahoning County, Ohio","129","32","72","25","0","1001","38","97","485","226","48","88","19","866","107","295","261","29","198","190","56","253","39","99","810300","1662",99_810300,"1662",41.071163,-80.591445
"39","041","010421","39041010421","104.21",Census Tract 104.21,G5020,S,"3456235","0","+40.3067295","-083.1097705",041_010421,41_010421,,41_10421,Delaware County,"Census Tract 104.21, Delaware County, Ohio","213","10","109","84","10","2060","0","44","566","363","194","554","339","2016","893","273","273","135","446","446","211","483","39","41","10421","2705",41_10421,"2705",40.306729,-83.109771
"39","165","030102","39165030102","301.02",Census Tract 301.02,G5020,S,"7340937","426105","+39.5789921","-084.3209592",165_030102,165_030102,,165_30102,Warren County,"Census Tract 301.02, Warren County, Ohio","565","15","374","139","37","3170","102","403","1256","547","440","340","82","2665","422","509","459","139","566","539","25","1124","39","165","30102","4862",165_30102,"4862",39.576825,-84.320087
"39","165","030200","39165030200","302",Census Tract 302,G5020,S,"3797510","385511","+39.5664237","-084.3159912",165_030200,165_030200,,165_30200,Warren County,"Census Tract 302, Warren County, Ohio","223","112","75","36","0","847","73","46","531","79","43","44","31","728","75","149","124","35","107","107","0","371","39","165","30200","1247",165_30200,"1247",39.566338,-84.316061
"39","085","202901","39085202901","2029.01",Census Tract 2029.01,G5020,S,"3965004","0","+41.6962207","-081.3696950",085_202901,85_202901,,85_202901,Lake County,"Census Tract 2029.01, Lake County, Ohio","377","37","140","111","89","3603","0","160","1180","791","311","913","248","3443","1161","422","422","177","666","666","269","1726","39","85","202901","5012",85_202901,"5012",41.696221,-81.369696
"39","085","201101","39085201101","2011.01",Census Tract 2011.01,G5020,S,"278880","0","+41.6019083","-081.4419579",085_201101,85_201101,,85_201101,Lake County,"Census Tract 2011.01, Lake County, Ohio","61","0","0","22","39","1391","0","17","427","212","177","228","330","1374","558","352","352","212","610","593","200","363","39","85","201101","1774",85_201101,"1774",41.601908,-81.441958
"39","099","812601","39099812601","8126.01",Census Tract 8126.01,G5020,S,"3107973","10428","+41.0918766","-080.7384219",099_812601,99_812601,,99_812601,Mahoning County,"Census Tract 8126.01, Mahoning County, Ohio","297","0","146","95","56","3029","86","237","1100","693","284","474","155","2706","629","768","706","251","443","443","106","872","39","99","812601","3904",99_812601,"3904",41.092200,-80.741682
"39","099","810700","39099810700","8107",Census Tract 8107,G5020,S,"3369252","41178","+41.0461051","-080.6017321",099_810700,99_810700,,99_810700,Mahoning County,"Census Tract 8107, Mahoning County, Ohio","420","32","225","143","20","3941","14","205","2055","644","336","639","48","3722","687","833","784","186","677","615","155","1256","39","99","810700","5342",99_810700,"5342",41.046412,-80.601134
"39","099","804100","39099804100","8041",Census Tract 8041,G5020,S,"1153294","5435","+41.1213620","-080.6579558",099_804100,99_804100,,99_804100,Mahoning County,"Census Tract 8041, Mahoning County, Ohio","8","0","0","8","0","1234","0","85","424","432","72","83","138","1149","221","68","68","0","160","160","44","258","39","99","804100","1359",99_804100,"1359",41.121490,-80.656472
"39","099","804200","39099804200","8042",Census Tract 8042,G5020,S,"1329693","0","+41.1297797","-080.6538487",099_804200,99_804200,,99_804200,Mahoning County,"Census Tract 8042, Mahoning County, Ohio","292","95","95","77","25","1660","49","85","463","326","80","410","247","1526","657","327","309","174","197","194","60","643","39","99","804200","2364",99_804200,"2364",41.129780,-80.653849
"39","099","804300","39099804300","8043",Census Tract 8043,G5020,S,"1079322","9896","+41.1279665","-080.6403534",099_804300,99_804300,,99_804300,Mahoning County,"Census Tract 8043, Mahoning County, Ohio","183","45","45","86","7","587","44","36","242","102","65","76","22","507","98","149","116","0","101","82","20","185","39","99","804300","1016",99_804300,"1016",41.127900,-80.640053
"39","099","810100","39099810100","8101",Census Tract 8101,G5020,S,"4463760","0","+41.0789249","-080.5794831",099_810100,99_810100,,99_810100,Mahoning County,"Census Tract 8101, Mahoning County, Ohio","320","82","82","141","15","2736","137","202","1002","698","145","356","196","2397","552","295","244","43","572","534","106","1078","39","99","810100","4188",99_810100,"4188",41.078925,-80.579484
"39","029","951402","39029951402","9514.02",Census Tract 9514.02,G5020,S,"102821788","18498","+40.7578099","-080.6885010",029_951402,29_951402,,29_951402,Columbiana County,"Census Tract 9514.02, Columbiana County, Ohio","222","38","129","20","35","4063","111","333","1869","950","511","118","171","3619","289","704","651","45","1078","969","76","1726","39","29","951402","4830",29_951402,"4830",40.756724,-80.688584
"39","029","951401","39029951401","9514.01",Census Tract 9514.01,G5020,S,"52583922","108389","+40.8011624","-080.6067394",029_951401,29_951401,,29_951401,Columbiana County,"Census Tract 9514.01, Columbiana County, Ohio","159","16","139","1","3","1685","30","132","914","163","195","164","87","1523","251","351","321","42","189","189","15","648","39","29","951401","2498",29_951401,"2498",40.801891,-80.605291
"39","099","802800","39099802800","8028",Census Tract 8028,G5020,S,"2886838","2916","+41.0946087","-080.6984469",099_802800,99_802800,,99_802800,Mahoning County,"Census Tract 8028, Mahoning County, Ohio","202","66","92","44","0","2046","0","213","858","508","210","201","56","1833","257","493","413","24","243","210","45","846","39","99","802800","2849",99_802800,"2849",41.095836,-80.699236
"39","099","802900","39099802900","8029",Census Tract 8029,G5020,S,"1218939","0","+41.1050856","-080.6963612",099_802900,99_802900,,99_802900,Mahoning County,"Census Tract 8029, Mahoning County, Ohio","185","23","141","18","3","1736","137","219","812","318","113","118","19","1380","137","416","316","34","269","194","22","707","39","99","802900","2592",99_802900,"2592",41.105085,-80.696361
"39","099","803000","39099803000","8030",Census Tract 8030,G5020,S,"1560769","0","+41.1103917","-080.6976262",099_803000,99_803000,,99_803000,Mahoning County,"Census Tract 8030, Mahoning County, Ohio","55","9","35","11","0","1405","39","136","719","271","67","173","0","1230","173","315","301","53","275","234","26","483","39","99","803000","1909",99_803000,"1909",41.110391,-80.697626
"39","055","311000","39055311000","3110",Census Tract 3110,G5020,S,"61321730","1832947","+41.5418685","-081.0419256",055_311000,55_311000,,55_311000,Geauga County,"Census Tract 3110, Geauga County, Ohio","656","258","285","113","0","1986","561","145","761","265","74","113","67","1280","180","371","156","28","239","135","35","976","39","55","311000","3651",55_311000,"3651",41.536442,-81.051691
"39","055","311300","39055311300","3113",Census Tract 3113,G5020,S,"61639929","1458824","+41.4631635","-081.1434576",055_311300,55_311300,,55_311300,Geauga County,"Census Tract 3113, Geauga County, Ohio","461","155","121","128","57","2923","297","113","1081","486","175","588","183","2513","771","638","503","164","475","420","140","1080","39","55","311300","4435",55_311300,"4435",41.463296,-81.145014
"39","055","311400","39055311400","3114",Census Tract 3114,G5020,S,"71850404","2234445","+41.4547748","-081.2291804",055_311400,55_311400,,55_311400,Geauga County,"Census Tract 3114, Geauga County, Ohio","268","18","152","41","57","4228","36","189","1353","950","318","984","398","4003","1382","462","462","121","546","546","195","1890","39","55","311400","5537",55_311400,"5537",41.462628,-81.243900
"39","055","311600","39055311600","3116",Census Tract 3116,G5020,S,"9858676","137594","+41.4338283","-081.3279643",055_311600,55_311600,,55_311600,Geauga County,"Census Tract 3116, Geauga County, Ohio","219","46","74","15","84","2702","5","0","255","396","110","1265","671","2697","1936","353","353","243","333","333","258","1198","39","55","311600","3761",55_311600,"3761",41.431770,-81.335192
"39","055","311700","39055311700","3117",Census Tract 3117,G5020,S,"18812150","80006","+41.4055870","-081.3668585",055_311700,55_311700,,55_311700,Geauga County,"Census Tract 3117, Geauga County, Ohio","238","44","86","33","75","3056","10","53","312","411","152","1328","790","2993","2118","217","217","140","502","502","341","1353","39","55","311700","4471",55_311700,"4471",41.405317,-81.364500
"39","055","311800","39055311800","3118",Census Tract 3118,G5020,S,"47378464","698384","+41.3738973","-081.3308231",055_311800,55_311800,,55_311800,Geauga County,"Census Tract 3118, Geauga County, Ohio","405","34","154","181","36","5007","33","52","877","737","249","1729","1330","4922","3059","628","628","516","634","632","469","2359","39","55","311800","6965",55_311800,"6965",41.378750,-81.336952
"39","099","812500","39099812500","8125",Census Tract 8125,G5020,S,"23148358","2553470","+41.1202282","-080.7733679",099_812500,99_812500,,99_812500,Mahoning County,"Census Tract 8125, Mahoning County, Ohio","479","21","254","93","111","3802","163","119","1752","655","304","626","183","3520","809","444","428","130","667","652","208","1530","39","99","812500","5007",99_812500,"5007",41.117239,-80.771030
"39","099","800600","39099800600","8006",Census Tract 8006,G5020,S,"2150389","34","+41.1079009","-080.6248963",099_800600,99_800600,,99_800600,Mahoning County,"Census Tract 8006, Mahoning County, Ohio","207","28","158","21","0","857","69","140","403","143","39","60","3","648","63","112","112","7","94","50","14","475","39","99","800600","1562",99_800600,"1562",41.104639,-80.625399
"39","099","801200","39099801200","8012",Census Tract 8012,G5020,S,"1257681","0","+41.0698961","-080.6299245",099_801200,99_801200,,99_801200,Mahoning County,"Census Tract 8012, Mahoning County, Ohio","109","23","33","53","0","865","14","33","436","248","71","59","4","818","63","156","156","20","170","164","0","349","39","99","801200","1324",99_801200,"1324",41.069896,-80.629924
"39","157","021502","39157021502","215.02",Census Tract 215.02,G5020,S,"70548427","459226","+40.4189633","-081.4808660",157_021502,157_021502,,157_21502,Tuscarawas County,"Census Tract 215.02, Tuscarawas County, Ohio","40","0","35","5","0","1686","25","0","825","395","101","193","147","1661","340","277","277","0","76","76","37","590","39","157","21502","2111",157_21502,"2111",40.418137,-81.480974
"39","157","020801","39157020801","208.01",Census Tract 208.01,G5020,S,"2866295","200300","+40.4919347","-081.4609682",157_020801,157_020801,,157_20801,Tuscarawas County,"Census Tract 208.01, Tuscarawas County, Ohio","284","57","169","43","15","1675","59","262","715","398","67","174","0","1354","174","387","340","99","305","282","11","676","39","157","20801","2565",157_20801,"2565",40.491671,-81.460365
"39","157","020802","39157020802","208.02",Census Tract 208.02,G5020,S,"1789350","0","+40.5010222","-081.4616169",157_020802,157_020802,,157_20802,Tuscarawas County,"Census Tract 208.02, Tuscarawas County, Ohio","337","208","49","80","0","1776","80","198","815","251","28","342","62","1498","404","212","134","39","286","256","186","495","39","157","20802","2371",157_20802,"2371",40.501022,-81.461617
"39","157","021501","39157021501","215.01",Census Tract 215.01,G5020,S,"12829149","381763","+40.4745644","-081.4696480",157_021501,157_021501,,157_21501,Tuscarawas County,"Census Tract 215.01, Tuscarawas County, Ohio","182","0","97","85","0","2332","65","139","1100","406","217","251","154","2128","405","283","282","19","328","327","166","785","39","157","21501","3273",157_21501,"3273",40.470885,-81.467556
"39","157","021503","39157021503","215.03",Census Tract 215.03,G5020,S,"34144488","478672","+40.4104252","-081.4174255",157_021503,157_021503,,157_21503,Tuscarawas County,"Census Tract 215.03, Tuscarawas County, Ohio","245","20","125","100","0","1752","34","113","966","279","133","196","31","1605","227","228","220","7","392","378","82","669","39","157","21503","2528",157_21503,"2528",40.410937,-81.420768
"39","165","032205","39165032205","322.05",Census Tract 322.05,G5020,S,"10316967","88169","+39.3312038","-084.2029303",165_032205,165_032205,,165_32205,Warren County,"Census Tract 322.05, Warren County, Ohio","452","0","6","423","23","5090","129","55","924","783","641","1872","686","4906","2558","1185","1150","545","1213","1175","847","1660","39","165","32205","7663",165_32205,"7663",39.330527,-84.202114
"39","165","032004","39165032004","320.04",Census Tract 320.04,G5020,S,"6987342","12621","+39.3135597","-084.3385161",165_032004,165_032004,,165_32004,Warren County,"Census Tract 320.04, Warren County, Ohio","459","50","243","95","71","4336","35","21","560","494","371","1531","1324","4280","2855","589","589","523","718","718","573","2151","39","165","32004","6310",165_32004,"6310",39.311893,-84.341835
